DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
00:40.2,24.139,102.503,31,7.5,Ms,90,,,0,NEI,1970010440
35:51.8,-9.628,151.458,8,6.2,Ms,85,,,0,NEI,1970010640
12:39.1,-34.741,178.568,179,6.1,Mb,59,,,0,NEI,1970010840
07:08.6,6.825,126.737,73,6.1,Mb,91,,,0,NEI,1970011040
05:39.0,60.28,-152.66,85,6,ML,0,,,,AK,1970010640
19:51.2,-25.8,-177.349,80,6.5,Mb,175,,,0,NEI,1970012040
33:05.4,42.519,142.966,46,6.4,Ms,199,,,0,NEI,1970012040
51:38.5,7.017,-104.298,33,6.6,Ms,140,,,0,NEI,1970012140
01:20.5,-12.579,166.37,50,6.4,Ms,91,,,0,NEI,1970012640
08:48.0,15.532,-99.484,21,6.5,Ms,100,,,0,NEI,1970020440
05:58.3,12.598,122.117,11,6.6,Ms,94,,,0,NEI,1970020540
10:41.6,23.096,100.775,33,6.1,Ms,57,,,0,NEI,1970020640
07:36.8,30.576,103.031,33,6,Ms,94,,,0,NEI,1970022440
07:56.5,50.13,-179.5898,7,6,ML,0,,,,AK,1970010640
52:31.1,52.5898,-175.04,161,6.1,ML,0,,,,AK,1970010640
30:35.4,12.134,143.707,33,6.2,Ms,82,,,0,NEI,1970030440
01:10.5,-19.008,168.603,41,6.5,Ms,61,,,0,NEI,1970030940
58:26.2,44.798,148.87,40,6,Mb,65,,,0,NEI,1970031040
38:32.4,57.39,-153.97,16,6.5,ML,0,,,,AK,1970010640
39:17.8,-29.653,-69.499,119,6,Mb,118,,,0,NEI,1970031540
33:28.7,51.34,173.75,8,6.5,ML,0,,,,AK,1970010640
35:22.1,-21.981,126.682,33,6.2,Mb,138,,,0,NEI,1970032440
36:45.8,0.37,119.349,8,6.7,Ms,131,,,0,NEI,1970032740
02:23.4,39.182,29.488,20,7.1,Ms,199,,,0,NEI,1970032840
08:20.3,-17.066,168.513,232,6,Mb,172,,,0,NEI,1970032940
40:50.1,-49.622,164.309,33,6,Ms,17,,,0,NEI,1970033040
34:05.6,15.761,121.717,37,7.3,Ms,161,,,0,NEI,1970040740
23:56.6,15.434,121.801,33,6.2,Ms,92,,,0,NEI,1970040840
05:42.9,59.72,-142.49,7,6.2,ML,0,,,,AK,1970010640
01:44.0,15.064,122.052,24,7,Ms,108,,,0,NEI,1970041240
14:21.4,15.069,122.665,12,6,Ms,92,,,0,NEI,1970041540
33:18.2,59.84,-142.43,7,6.8,ML,0,,,,AK,1970010640
15:47.0,59.6,-142.72,20,6,ML,0,,,,AK,1970010640
39:12.5,-18.826,169.298,246,6.3,Mb,181,,,0,NEI,1970042040
22:36.4,14.618,-92.69,41,6.3,Ms,80,,,0,NEI,1970042940
01:32.8,14.518,-92.603,33,7.3,Ms,76,,,0,NEI,1970042940
32:59.1,14.698,-93.192,19,6.4,Ms,128,,,0,NEI,1970043040
53:19.7,-41.573,80.087,33,6.2,Ms,31,,,0,NEI,1970050440
12:28.0,43.034,47.089,44,6.5,Ms,135,,,0,NEI,1970051440
13:15.1,50.169,91.252,33,6.7,Ms,159,,,0,NEI,1970051540
03:42.2,-55.89,-28.328,70,6,Mb,124,,,0,NEI,1970052040
05:06.0,27.215,140.121,382,6.2,Mb,195,,,0,NEI,1970052740
05:39.0,40.304,142.987,33,6,Ms,112,,,0,NEI,1970052740
02:19.0,-11.629,166.335,50,6.1,Ms,100,,,0,NEI,1970052940
23:27.3,-9.176,-78.823,43,7.8,Ms,101,,,0,NEI,1970053140
45:52.7,-9.793,-78.587,55,6,Mb,31,,,0,NEI,1970053140
36:10.2,-9.296,-79,49,6,Mb,99,,,0,NEI,1970060140
53:06.4,42.475,78.758,20,6.6,Ms,118,,,0,NEI,1970060540
02:54.9,-24.527,-68.499,112,6.3,Mb,110,,,0,NEI,1970061140
46:38.3,-59.113,157.767,33,7.2,Ms,27,,,0,NEI,1970061140
06:16.6,-2.887,139.096,32,6.1,Ms,80,,,0,NEI,1970061240
00:11.3,-51.954,-73.849,33,6.6,Ms,85,,,0,NEI,1970061440
41:40.3,-8.73,118.828,33,6,Mb,21,,,0,NEI,1970061540
14:52.4,-54.336,-63.645,33,7,Ms,66,,,0,NEI,1970061540
56:14.8,-22.193,-70.515,52,6.2,Mb,98,,,0,NEI,1970061940
09:08.3,51.753,-131.024,12,7,Ms,81,,,0,NEI,1970062440
13:58.6,-7.916,158.693,69,6.1,Mb,142,,,0,NEI,1970062540
30:12.6,-8.66,124.159,41,6.2,Ms,126,,,0,NEI,1970062840
56:15.3,-51.035,139.487,33,6,Ms,29,,,0,NEI,1970070240
17:44.2,-19.187,-173.45,33,6,Ms,66,,,0,NEI,1970071640
04:46.5,-22.098,-174.713,33,6.2,Ms,89,,,0,NEI,1970071740
22:40.1,-3.789,152.4,20,6,Ms,45,,,0,NEI,1970071940
41:10.7,32.18,131.695,34,7,Ms,176,,,0,NEI,1970072540
10:36.0,32.188,131.814,35,6.1,Mb,139,,,0,NEI,1970072640
16:19.3,26.016,95.396,59,6.5,Mb,188,,,0,NEI,1970072940
52:19.5,37.824,55.876,19,6.6,Ms,114,,,0,NEI,1970073040
58:43.8,14.258,51.84,33,6.5,Ms,77,,,0,NEI,1970073040
08:05.4,-1.459,-72.558,651,7.1,Mb,205,,,0,NEI,1970073140
15:19.7,-13.874,166.788,46,6.4,Ms,71,,,0,NEI,1970081040
22:20.0,-14.123,166.65,33,7,Ms,55,,,0,NEI,1970081140
10:52.4,-60.607,-25.399,33,6,Mb,16,,,0,NEI,1970081140
39:36.7,-13.857,166.492,43,6.3,Ms,75,,,0,NEI,1970081240
24:11.5,12.015,-86.542,33,6.3,Ms,77,,,0,NEI,1970081240
22:38.5,-8.878,117.979,117,6,Mb,45,,,0,NEI,1970081340
52:08.4,60.7,-145.38,30,6,ML,0,,,,AK,1970010640
30:19.5,-56.587,-142.483,33,6.4,Ms,74,,,0,NEI,1970082440
46:09.0,52.38,151.597,645,6.6,Mb,300,,,0,NEI,1970083040
11:16.1,17.718,147.617,40,6.4,Ms,77,,,0,NEI,1970090140
49:20.5,13.01,144.428,47,6,Mb,118,,,0,NEI,1970091640
04:54.2,-6.467,154.616,39,6.5,Ms,96,,,0,NEI,1970092340
02:29.3,6.212,-77.594,8,6.6,Ms,149,,,0,NEI,1970092640
38:36.2,6.432,-77.407,8,6.5,Ms,149,,,0,NEI,1970092740
53:04.8,-3.591,86.161,33,6.3,Ms,104,,,0,NEI,1970101040
59:42.9,-31.896,-177.933,33,6.2,Ms,78,,,0,NEI,1970101040
16:49.6,-31.809,-178.131,33,6.3,Ms,63,,,0,NEI,1970101140
38:06.0,-32.052,-177.823,32,6.1,Ms,58,,,0,NEI,1970101140
15:37.3,43.515,147.966,30,6,Ms,131,,,0,NEI,1970101440
09:49.4,9.023,93.874,33,6.3,Ms,98,,,0,NEI,1970102540
53:09.3,-4.926,145.467,42,7,Ms,100,,,0,NEI,1970103140
35:46.7,-3.437,135.63,33,6.8,Ms,121,,,0,NEI,1970110840
07:12.4,-5.05,145.062,15,6.5,Ms,58,,,0,NEI,1970111240
16:18.0,11.946,123.973,15,6.3,Ms,50,,,0,NEI,1970111340
57:18.7,2.227,127.188,80,6,Mb,29,,,0,NEI,1970111440
58:19.8,22.711,121.344,28,6.1,Ms,129,,,0,NEI,1970111440
23:18.0,35.147,-35.736,33,6,Ms,68,,,0,NEI,1970111840
08:42.5,-20.921,-69.83,33,6,Mb,126,,,0,NEI,1970112840
01:18.7,-11.681,-14.087,33,6,Ms,68,,,0,NEI,1970112940
14:38.6,-10.967,163.388,33,6.1,Ms,68,,,0,NEI,1970120140
09:37.0,51.44,-175.33,32,6,ML,0,,,,AK,1970010640
25:46.7,-10.861,163.462,36,6.5,Ms,48,,,0,NEI,1970120240
54:19.9,-10.966,163.29,33,7,Ms,62,,,0,NEI,1970120240
08:48.7,-23.132,-70.114,36,6.3,Ms,82,,,0,NEI,1970120440
20:52.2,41.799,143.511,48,6.1,Ms,130,,,0,NEI,1970120640
30:06.7,-30.704,-71.209,50,6.4,Ms,84,,,0,NEI,1970120840
34:38.8,-3.989,-80.724,25,7.6,Ms,130,,,0,NEI,1970121040
38:05.2,-1.627,99.904,46,6.2,Ms,90,,,0,NEI,1970121940
03:25.1,-5.158,153.62,61,6,Mb,154,,,0,NEI,1970122840
26:12.2,-10.547,161.403,72,6.1,Mb,150,,,0,NEI,1970122940
35:40.2,-55.503,-2.578,33,7.1,Ms,34,,,0,NEI,1971010340
17:03.7,-3.132,139.697,33,8.1,Ms,113,,,0,NEI,1971011040
45:06.8,-2.977,139.623,36,6.1,Mb,47,,,0,NEI,1971011040
38:36.0,-3.426,139.98,27,6,Ms,46,,,0,NEI,1971011040
14:37.4,-3.23,139.865,30,6.1,Mb,57,,,0,NEI,1971011040
28:38.4,-3.03,139.47,33,6,Mb,17,,,0,NEI,1971011540
18:26.1,-9.602,151.35,38,6.3,Ms,107,,,0,NEI,1971012540
08:15.1,51.465,-177.693,38,6.3,Ms,175,,,0,NEI,1971012540
58:05.4,51.721,150.946,544,6.1,Mb,232,,,0,NEI,1971012940
33:28.6,0.647,98.838,33,7.1,Ms,120,,,0,NEI,1971020440
29:28.2,51.356,-176.718,50,6,Mb,133,,,0,NEI,1971020740
04:21.8,-63.453,-61.215,33,7,Ms,54,,,0,NEI,1971020840
00:41.9,34.416,-118.37,8.95,6.6,Mw,16,,,0.25,CI,33476
13:00.6,40.17,142.349,48,6.2,Ms,90,,,0,NEI,1971021740
35:20.1,-23.845,-67.159,169,6.3,Mb,171,,,0,NEI,1971022140
47:57.1,-18.368,173.637,20,6,Ms,48,,,0,NEI,1971031340
12:25.0,-5.72,145.368,118,6.3,Mb,78,,,0,NEI,1971031340
51:35.5,50.603,-129.947,33,6.1,Ms,124,,,0,NEI,1971031340
32:30.6,-10.918,163.686,42,6.4,Ms,81,,,0,NEI,1971031640
15:26.9,-22.879,-176.358,76,6,Mb,112,,,0,NEI,1971032340
26:29.3,70.993,-7.034,33,6.3,Ms,169,,,0,NEI,1971032340
47:17.4,41.453,79.259,33,6,Mb,128,,,0,NEI,1971032340
54:17.7,35.462,98.166,13,6.4,Ms,99,,,0,NEI,1971032440
08:06.6,-55.439,-129.1,33,6,Ms,15,,,0,NEI,1971032640
23:19.9,11.769,95.052,33,6.3,Ms,62,,,0,NEI,1971032840
15:37.2,-56.245,-122.459,33,6.6,Ms,41,,,0,NEI,1971040440
59:39.4,2.444,129.118,47,6.6,Ms,131,,,0,NEI,1971040740
45:57.8,-4.334,102.401,75,6.3,Mb,105,,,0,NEI,1971040840
03:25.9,28.308,55.598,44,6,Mb,94,,,0,NEI,1971041240
32:00.9,22.934,101.028,15,6.3,Ms,97,,,0,NEI,1971042840
08:27.3,51.433,-177.213,43,7.1,Ms,204,,,0,NEI,1971050240
04:32.6,-6.609,105.373,69,6.1,Mb,77,,,0,NEI,1971050440
25:01.7,-39.779,-104.844,33,6.2,Mb,116,,,0,NEI,1971050940
27:56.3,65.9,-164,100,6.1,ML,0,,,,AK,1970010640
44:43.8,63.95,146.112,33,6.6,Ms,167,,,0,NEI,1971051840
43:58.7,38.829,40.521,3,6.7,Ms,155,,,0,NEI,1971052240
03:32.4,32.389,92.119,33,6.1,Ms,90,,,0,NEI,1971052240
44:15.7,25.229,96.443,15,6.1,Ms,109,,,0,NEI,1971053040
13:59.7,25.19,96.514,33,6.1,Ms,83,,,0,NEI,1971053140
56:04.3,17.966,-69.778,57,6.1,Mb,132,,,0,NEI,1971061140
58:37.7,51.487,176.084,32,6.5,Ms,118,,,0,NEI,1971061140
00:40.9,-25.478,-69.153,93,6.3,Mb,145,,,0,NEI,1971061740
27:13.9,-5.249,96.933,25,6.4,Ms,130,,,0,NEI,1971062640
07:00.4,-6.939,129.557,33,6.3,Mb,95,,,0,NEI,1971070840
03:18.7,-32.536,-71.154,58,6.6,Mb,123,,,0,NEI,1971070940
51:37.7,-32.267,-71.807,36,6.3,Ms,79,,,0,NEI,1971071140
11:29.1,-5.474,153.885,47,7.9,Ms,115,,,0,NEI,1971071440
16:53.6,-5.795,153.23,33,6.8,Ms,19,,,0,NEI,1971071440
37:15.9,-4.827,153.571,33,6.8,Ms,63,,,0,NEI,1971071440
38:49.3,-5.156,153.288,33,6.3,Ms,52,,,0,NEI,1971071440
27:43.7,-5.203,153.347,33,6.5,Ms,40,,,0,NEI,1971071440
33:27.7,-5.795,154.046,33,6.3,Ms,64,,,0,NEI,1971071440
31:17.5,-4.83,153.303,46,6.6,Ms,119,,,0,NEI,1971071840
14:45.3,-5.688,153.8,42,7.1,Ms,102,,,0,NEI,1971071940
37:46.1,-5.519,150.595,33,6.2,Ms,66,,,0,NEI,1971071940
51:42.0,12.363,123.685,33,6.3,Ms,74,,,0,NEI,1971072540
41:21.3,52.151,173.095,28,6.3,Ms,129,,,0,NEI,1971072540
23:21.3,-4.94,153.173,48,7.9,Ms,121,,,0,NEI,1971072640
48:33.9,39.905,77.168,33,6,Mb,50,,,0,NEI,1971072640
24:57.0,-5.168,152.216,33,6.4,Mb,51,,,0,NEI,1971072640
29:38.2,-5.728,151.939,33,6.2,Mb,30,,,0,NEI,1971072640
35:37.8,-5.626,151.408,33,6.2,Ms,70,,,0,NEI,1971072640
15:31.4,-5.857,151.305,33,6.1,Ms,80,,,0,NEI,1971072640
02:49.6,-2.748,-77.429,135,6.3,Mb,153,,,0,NEI,1971072740
47:56.5,-5.152,152.973,43,6.5,Ms,62,,,0,NEI,1971072740
10:24.1,-5.142,152.88,33,6.4,Ms,88,,,0,NEI,1971072840
24:56.8,41.381,143.463,51,6.6,Mb,184,,,0,NEI,1971080240
58:51.7,-0.853,-22.13,33,7,Ms,87,,,0,NEI,1971080540
12:01.7,-5.885,154.313,63,6,Mb,64,,,0,NEI,1971080940
01:38.2,-5.787,152.195,24,6.2,Ms,63,,,0,NEI,1971080940
23:31.6,-62.749,155.711,33,6.1,Ms,20,,,0,NEI,1971081140
48:46.5,-6.1,154.091,21,6.2,Ms,52,,,0,NEI,1971081340
29:17.3,-6.167,154.13,30,6.2,Ms,22,,,0,NEI,1971081340
02:52.6,-15.195,-178.421,33,6.6,Ms,32,,,0,NEI,1971081440
15:37.7,49.289,155.448,33,6.1,Ms,83,,,0,NEI,1971081940
08:02.0,-3.974,146.059,33,6.3,Ms,60,,,0,NEI,1971082340
35:25.0,46.5,141.172,9,7.1,Ms,134,,,0,NEI,1971090540
33:47.2,46.405,141.174,15,6.3,Ms,82,,,0,NEI,1971090540
37:10.8,46.745,141.359,29,6.1,Mb,124,,,0,NEI,1971090640
48:23.4,46.381,141.147,6,6.6,Ms,148,,,0,NEI,1971090840
59:52.6,46.251,140.939,16,6.2,Ms,138,,,0,NEI,1971090840
01:06.8,44.438,150.861,7,6,Mb,148,,,0,NEI,1971090940
20:29.3,-6.479,151.524,33,6.3,Ms,122,,,0,NEI,1971091440
55:05.3,39.106,143.449,17,6,Ms,121,,,0,NEI,1971091540
22:37.6,-5.916,130.653,115,6.2,Mb,88,,,0,NEI,1971091640
36:14.0,-6.541,146.575,115,6.3,Mb,136,,,0,NEI,1971092540
01:45.3,46.386,141.109,21,6,Ms,140,,,0,NEI,1971092740
20:03.2,-3.208,148.144,33,6.1,Ms,58,,,0,NEI,1971092740
17:54.6,26.765,-110.777,33,6.6,Ms,204,,,0,NEI,1971093040
24:11.0,-0.463,-4.841,33,6,Mb,92,,,0,NEI,1971093040
24:37.0,-14.697,171.666,10,6.4,Ms,47,,,0,NEI,1971100340
36:28.6,-54.349,1.844,33,6.3,Ms,19,,,0,NEI,1971101440
41:12.7,-54.735,146.341,33,6.2,Ms,49,,,0,NEI,1971102340
33:30.9,11.832,142.48,28,6.3,Ms,100,,,0,NEI,1971102340
37:30.4,11.843,142.29,33,6.4,Ms,117,,,0,NEI,1971102440
21:02.3,11.851,142.286,33,6.2,Mb,131,,,0,NEI,1971102440
46:36.3,-13.088,166.454,34,6.2,Ms,86,,,0,NEI,1971102540
58:36.9,-15.498,167.22,40,7.1,Ms,115,,,0,NEI,1971102740
00:00.5,-13.362,166.436,33,6.7,Ms,78,,,0,NEI,1971102840
00:00.1,51.472,179.107,2,6.8,Mb,315,,,0,DOE,1971110640
28:01.0,-23.398,-179.915,551,6,Mb,140,,,0,NEI,1971112040
57:11.9,-11.817,166.532,115,6.4,Mb,101,,,0,NEI,1971112140
35:29.1,52.897,159.187,106,6.3,Mb,111,,,0,NEI,1971112440
18:21.8,44.828,153.343,24,6.3,Ms,159,,,0,NEI,1971120240
25:51.5,-5.996,154.555,78,6,Mb,87,,,0,NEI,1971120440
50:05.8,49.625,-129.45,5,6,Ms,56,,,0,NEI,1971120540
26:19.9,-54.381,5.908,33,6.1,Ms,34,,,0,NEI,1971120740
23:11.8,3.704,128.022,69,6,Mb,92,,,0,NEI,1971120740
05:23.2,-22.912,-70.757,18,6.1,Ms,66,,,0,NEI,1971120840
29:55.3,55.996,163.295,33,7.8,Ms,200,,,0,NEI,1971121540
39:37.4,-4.733,151.868,109,6,Mb,110,,,0,NEI,1971123040
16:54.5,22.552,122.106,33,6.9,Ms,134,,,0,NEI,1972010440
27:52.9,20.874,120.213,33,6.3,Ms,132,,,0,NEI,1972010840
34:49.2,-55.76,-28.72,60,6.2,Mb,31,,,0,NEI,1972010840
55:15.5,-4.78,145.039,33,6.6,Ms,67,,,0,NEI,1972011840
00:54.2,-4.702,144.974,33,6.4,Ms,74,,,0,NEI,1972011940
36:28.6,36.377,70.714,213,6,Mb,121,,,0,NEI,1972012040
50:38.9,-20.483,172.846,33,6.3,Ms,65,,,0,NEI,1972012240
17:52.1,-13.174,166.375,33,7.1,Ms,98,,,0,NEI,1972012340
55:42.5,-13.04,166.398,28,6.2,Ms,53,,,0,NEI,1972012440
06:23.3,22.455,122.261,33,7.5,Ms,170,,,0,NEI,1972012540
41:23.7,23.033,122.154,33,7,Ms,128,,,0,NEI,1972012540
16:21.7,-19.383,169.11,124,6.1,Mb,104,,,0,NEI,1972012840
29:51.7,-11.359,166.335,102,6.2,Mb,84,,,0,NEI,1972021440
17:12.5,-60.598,-25.665,33,6.1,Ms,44,,,0,NEI,1972022540
22:59.8,33.342,140.782,56,6.3,Mb,209,,,0,NEI,1972022940
45:21.9,-28.231,-178.345,192,6.2,Mb,103,,,0,NEI,1972030740
57:50.4,40.834,141.901,76,6,Mb,191,,,0,NEI,1972031940
33:49.6,-6.768,-76.787,64,6.1,Mb,164,,,0,NEI,1972032040
31:48.8,51.29,-179.22,46,6,Mb,198,,,0,NEI,1972032040
27:41.9,49.061,153.574,134,6.3,Mb,211,,,0,NEI,1972032240
38:24.4,56.14,-157.14,43,6,ML,0,,,,AK,1970010640
15:29.6,-3.542,150.094,41,6.4,Ms,70,,,0,NEI,1972032540
59:40.3,43.416,146.028,43,6,Ms,148,,,0,NEI,1972032540
34:54.7,-25.69,179.389,532,6.2,Mb,141,,,0,NEI,1972033040
51:23.0,-49.546,163.734,33,6.3,Ms,42,,,0,NEI,1972040140
30:05.4,-13.291,166.131,33,6.6,Ms,59,,,0,NEI,1972040240
43:06.7,-7.425,125.584,377,6.6,Mb,92,,,0,NEI,1972040440
06:53.2,28.434,52.829,33,6.9,Ms,148,,,0,NEI,1972041040
21:15.7,0.967,-28.286,33,6.4,Ms,112,,,0,NEI,1972041140
49:42.7,24.19,122.52,35,6.1,Ms,140,,,0,NEI,1972041740
20:48.2,-31.357,-111.064,33,6.1,Ms,64,,,0,NEI,1972042440
57:21.7,23.638,121.551,33,6.9,Ms,174,,,0,NEI,1972042440
30:09.3,13.37,120.309,50,7.2,Ms,173,,,0,NEI,1972042540
32:10.2,-5.079,154.227,409,6,Mb,118,,,0,NEI,1972042840
48:17.2,-15.919,167.511,45,6.8,Ms,113,,,0,NEI,1972050440
40:00.9,35.124,23.612,46,6.3,Ms,100,,,0,NEI,1972050440
16:27.9,-4.162,152.678,32,6.6,Ms,78,,,0,NEI,1972050540
06:30.1,-53.713,-134.214,33,6.3,Ms,39,,,0,NEI,1972050740
04:00.1,16.599,122.29,34,6.9,Ms,85,,,0,NEI,1972052240
45:57.3,-17.689,-175.189,227,6.2,Mb,112,,,0,NEI,1972052240
55:21.9,-11.023,117.059,33,6.3,Mb,99,,,0,NEI,1972052840
53:41.7,-30.458,-71.799,39,6.6,Ms,56,,,0,NEI,1972060840
29:22.2,36.23,69.671,47,6.1,Ms,127,,,0,NEI,1972062440
13:09.0,50.149,-129.273,33,6.4,Ms,104,,,0,NEI,1972072340
13:56.1,-4.639,152.297,16,6,Ms,64,,,0,NEI,1972073040
45:14.1,56.82,-135.685,25,7.6,Ms,103,,,0,NEI,1972073040
40:54.9,51.199,-178.119,49,6.2,Ms,80,,,0,NEI,1972080340
01:37.7,-11.239,162.052,34,6,Ms,55,,,0,NEI,1972080440
30:36.3,-11.109,162.034,36,6.1,Ms,40,,,0,NEI,1972080440
31:32.4,-11.23,161.928,33,6.1,Ms,35,,,0,NEI,1972080540
30:58.8,-11.179,162.13,33,6.1,Ms,45,,,0,NEI,1972080540
24:14.7,-16.647,-172.099,33,6,Ms,74,,,0,NEI,1972080740
44:05.9,-5.962,152.902,10,7.1,Ms,108,,,0,NEI,1972081740
23:48.2,-6.019,152.64,8,6,Mb,47,,,0,NEI,1972081840
06:14.9,-5.19,134.054,33,6.1,Mb,22,,,0,NEI,1972081940
58:03.2,-21.26,-174.529,33,6,Ms,59,,,0,NEI,1972082840
29:51.1,-3.478,144.934,13,6.4,Ms,56,,,0,NEI,1972083040
49:36.8,29.365,130.542,41,6.1,Mb,111,,,0,NEI,1972090240
31:21.6,-5.552,151.277,45,6.2,Ms,53,,,0,NEI,1972090340
48:28.8,35.979,73.417,36,6.3,Mb,83,,,0,NEI,1972090340
11:12.0,-11.68,166.241,62,6,Mb,86,,,0,NEI,1972090440
18:27.1,1.876,128.169,132,6.1,Mb,69,,,0,NEI,1972090540
30:35.6,-19.877,169.002,52,6.1,Mb,93,,,0,NEI,1972090540
44:03.1,-15.368,-175.673,35,6.1,Ms,52,,,0,NEI,1972090940
03:25.7,-20.2,168.8,39,6.2,Ms,59,,,0,NEI,1972091040
35:48.5,-3.243,130.763,33,6,Ms,87,,,0,NEI,1972091140
13:20.5,37.928,22.387,83,6,Mb,158,,,0,NEI,1972091340
33:38.0,-20.371,168.844,35,6.6,Ms,102,,,0,NEI,1972091340
14:34.6,15.244,-96.229,33,6,Mb,139,,,0,NEI,1972091640
07:15.6,38.283,20.34,33,6.3,Ms,114,,,0,NEI,1972091740
36:52.4,19.536,-70.148,33,6.1,Ms,140,,,0,NEI,1972091940
57:27.4,22.331,121.197,33,6.2,Ms,98,,,0,NEI,1972092240
14:26.8,22.319,121.355,33,6.1,Ms,83,,,0,NEI,1972092340
09:35.6,-6.282,131.219,33,6.9,Ms,51,,,0,NEI,1972092440
01:43.8,-16.468,-172.166,33,6,Ms,94,,,0,NEI,1972092740
49:36.2,7.468,123.749,613,6,Mb,84,,,0,NEI,1972100140
01:51.1,-8.587,124.917,33,6.3,Mb,15,,,0,NEI,1972101840
17:48.6,18.781,-106.727,38,6.5,Ms,129,,,0,NEI,1972102040
05:03.7,27.444,128.538,47,6,Mb,149,,,0,NEI,1972102640
23:08.7,-19.95,168.898,39,6.2,Ms,86,,,0,NEI,1972102740
27:10.1,-7.325,146.664,2,6,Ms,72,,,0,NEI,1972102840
47:16.9,-30.216,60.688,33,6.1,Mb,16,,,0,NEI,1972102940
48:09.4,-6.331,154.797,50,6.2,Ms,68,,,0,NEI,1972103040
55:22.1,-20.049,168.839,32,7,Ms,85,,,0,NEI,1972110240
36:01.7,-8.19,112.337,126,6,Mb,89,,,0,NEI,1972110440
48:22.3,-20.164,168.879,21,6.1,Ms,49,,,0,NEI,1972110440
41:14.5,23.885,121.581,33,6.1,Ms,115,,,0,NEI,1972110940
56:44.4,38.424,73.284,33,6,Mb,112,,,0,NEI,1972111240
43:45.2,15.575,-94.984,33,6.5,Ms,96,,,0,NEI,1972111340
59:08.5,-6.503,154.25,34,6.4,Ms,54,,,0,NEI,1972112140
19:47.2,6.473,126.601,33,7.4,Ms,141,,,0,NEI,1972120240
16:12.0,33.326,140.684,66,6.6,Mb,177,,,0,NEI,1972120440
51:22.4,-1.523,136.679,33,6,Mb,83,,,0,NEI,1972120440
43:24.8,-2.995,139.14,33,6,Ms,65,,,0,NEI,1972120640
26:07.1,44.774,149.393,13,6,Mb,132,,,0,NEI,1972121040
55:10.9,-7.203,127.699,108,6,Mb,13,,,0,NEI,1972122240
19:00.1,-55.396,-28.172,33,6.4,Ms,117,,,0,NEI,1972122240
22:08.9,-15.984,-172.416,33,6,Ms,81,,,0,NEI,1972122240
29:42.5,12.357,-86.119,5,6.2,Ms,99,,,0,NEI,1972122340
59:29.7,76.786,-107.038,33,6,Ms,65,,,0,NEI,1972122740
51:01.6,-30.556,-71.021,60,6,Mb,55,,,0,NEI,1972122940
42:37.5,-35.513,-16.211,33,6,Ms,39,,,0,NEI,1973010140
54:29.1,-38.997,175.232,150,6.2,Mb,70,,,0,NEI,1973010540
52:41.9,-14.665,166.384,36,6.1,Mb,71,,,0,NEI,1973010640
28:14.1,-6.868,149.993,43,6.8,Ms,77,,,0,NEI,1973011840
37:58.0,18.601,-104.967,33,6.1,Ms,87,,,0,NEI,1973012240
08:43.7,-0.115,123.931,55,6,Mb,160,,,0,NEI,1973012740
01:12.5,18.481,-102.996,43,7.5,Ms,190,,,0,NEI,1973013040
55:53.1,28.206,139.227,498,6,Mb,189,,,0,NEI,1973013140
14:20.6,-22.655,-66.195,229,6.1,Mb,112,,,0,NEI,1973020140
37:10.1,31.398,100.581,33,7.4,Ms,78,,,0,NEI,1973020640
09:08.3,-45.475,96.288,33,6.1,Ms,30,,,0,NEI,1973020840
11:14.9,-30.387,-177.509,29,6.3,Ms,76,,,0,NEI,1973021440
38:27.0,-19.194,168.74,59,6,Mb,116,,,0,NEI,1973022440
35:55.4,-61.037,-37.881,33,6.4,Mb,76,,,0,NEI,1973022540
37:49.5,50.486,156.584,27,7.2,Ms,178,,,0,NEI,1973022840
57:43.5,54.828,161.599,32,6.1,Mb,92,,,0,NEI,1973030440
06:37.7,6.274,127.336,55,6,Mb,69,,,0,NEI,1973030940
39:21.0,50.835,157.103,54,6.1,Mb,202,,,0,NEI,1973031240
51:47.0,2.091,126.643,18,6.3,Ms,94,,,0,NEI,1973031640
57:12.7,-19.376,169.359,194,6,Mb,111,,,0,NEI,1973031740
30:51.8,13.372,122.787,33,7,Ms,94,,,0,NEI,1973031740
06:14.7,2.033,126.58,33,6.5,Ms,94,,,0,NEI,1973031840
37:21.3,23.415,123.957,16,6,Ms,97,,,0,NEI,1973032640
55:47.3,23.338,123.757,33,6,Ms,93,,,0,NEI,1973032840
54:01.8,4.691,-75.628,158,6.2,Mb,95,,,0,NEI,1973040340
00:58.8,6.966,91.384,33,6.6,Ms,60,,,0,NEI,1973040740
22:47.3,-58.302,-13.394,33,6.7,Ms,17,,,0,NEI,1973040740
41:02.0,-15.779,167.218,35,6.4,Ms,69,,,0,NEI,1973040840
12:18.9,64.89,-159.49,0,6,ML,0,,,,AK,1970010640
49:15.8,50.893,157.443,52,6.1,Mb,211,,,0,NEI,1973041240
34:00.1,10.679,-84.759,33,6.5,Ms,117,,,0,NEI,1973041440
34:26.5,-4.439,134.03,33,6.4,Ms,68,,,0,NEI,1973041740
30:09.9,4.956,-78.144,50,6.5,Ms,230,,,0,NEI,1973042440
34:37.9,-59.281,-26.097,67,6,Mb,104,,,0,NEI,1973042540
26:31.6,19.8653,-155.1528,38.71,6.2,Ms,26,228,17,0.1,HV,730006
